,id,ra,dec,photo_z,density,overdensity,s_cluster,s_filament,environment,group_id,n_g,galaxy_type
16392,935933,150.46569399999998,2.720017,0.2234,9.02,3.25,0.434512,0.216248,cluster,101.0,34.0,satellite
16393,692732,149.732484,2.349873,0.9592,7.29,3.14,0.073058,0.09257699999999999,filament,4664.0,29.0,satellite
16394,481877,149.86496599999998,2.029152,0.3468,7.35,2.93,0.06952799999999999,0.191769,filament,379.0,157.0,satellite
16396,865667,149.551486,2.613425,0.719,2.38,0.96,0.035013999999999997,0.054351,filament,2455.0,30.0,satellite
16397,481804,149.92089099999998,2.031239,0.3537,4.74,1.9,0.06068099999999999,0.206724,filament,379.0,157.0,satellite
16400,865605,150.522747,2.611628,0.6046,4.21,1.81,0.086764,0.11281600000000001,filament,1480.0,80.0,satellite
16404,838011,150.002032,2.571084,0.6459,4.67,1.96,0.067578,0.23803200000000002,filament,1886.0,377.0,satellite
16405,482073,150.316265,2.033405,0.9399,5.84,2.5,0.083369,0.250064,filament,4648.0,20.0,satellite
16406,482083,150.295029,2.0310490000000003,0.9606,12.09,5.21,0.302228,0.318812,filament,4977.0,14.0,satellite
16408,943287,150.652978,2.732622,0.6029,11.69,5.02,0.28384499999999996,0.304137,filament,1512.0,26.0,satellite
16411,582892,150.325647,2.183348,0.419,3.41,1.39,0.10831199999999999,0.100636,field,753.0,10.0,satellite
16412,481579,150.388572,2.032283,0.9402,2.91,1.25,0.11095,0.059085000000000006,field,4404.0,16.0,satellite
16418,865865,150.582594,2.61075,0.611,10.33,4.44,0.290283,0.238511,cluster,1480.0,80.0,satellite
16430,481653,150.30279,2.031605,0.9827,11.45,4.93,0.492813,0.181836,cluster,4977.0,14.0,satellite
16431,692101,149.653043,2.348096,0.9694,11.92,5.16,0.405589,0.48651700000000003,filament,4586.0,83.0,satellite
16433,943021,150.715793,2.7323869999999997,0.6087,7.72,3.31,0.35706,0.158526,cluster,1601.0,20.0,satellite
16437,866426,150.15234099999998,2.614075,0.9038,4.5,1.87,0.162932,0.362647,filament,4034.0,43.0,satellite
16438,583060,150.547791,2.184772,0.8482,14.61,5.84,0.331888,0.33103,cluster,2856.0,160.0,satellite
16440,640913,150.655824,2.270274,0.4654,29.54,11.97,0.5381060000000001,0.23824099999999998,cluster,837.0,23.0,satellite
16442,692151,149.739331,2.344336,1.0132,30.81,13.45,0.711237,0.44456999999999997,cluster,4664.0,29.0,satellite
16443,480895,150.25096499999998,2.030016,0.9515,2.77,1.19,0.000851,0.033833999999999996,filament,4292.0,31.0,satellite
16446,866392,150.13446399999998,2.6144529999999997,0.897,4.52,1.87,0.007248999999999999,0.13481400000000002,filament,4034.0,43.0,satellite
16450,480965,150.73922199999998,2.02763,0.4443,3.93,1.59,0.306796,0.45252299999999995,filament,737.0,26.0,satellite
16451,703191,149.987925,2.364388,0.9302,8.15,3.47,0.39666999999999997,0.22499,cluster,4136.0,74.0,satellite
16454,583059,150.661315,2.186572,0.9577,2.66,1.15,0.0009390000000000001,0.124556,filament,4915.0,13.0,satellite
16460,480627,150.608507,2.030218,0.4234,9.38,3.82,0.085737,0.621544,filament,737.0,26.0,satellite
16462,480658,150.111873,2.030232,1.1848,6.17,3.4,0.060974,0.46891700000000003,filament,6403.0,25.0,satellite
16465,480769,149.48986200000002,2.026576,0.9875,20.81,8.92,0.678655,0.287495,cluster,4838.0,47.0,satellite
16466,692140,149.878379,2.3491880000000003,1.0068,2.7,1.17,0.075044,0.306273,filament,5539.0,11.0,satellite
16470,964191,150.39644199999998,2.767627,0.7929,14.25,5.62,0.479655,0.567326,filament,2774.0,90.0,satellite
16471,866476,150.150566,2.61489,0.8945,5.08,2.1,0.064269,0.215608,filament,4034.0,43.0,satellite
16473,480727,150.470066,2.028025,0.5474,5.84,2.36,0.319108,0.463667,filament,1327.0,25.0,satellite
16474,866461,150.577452,2.610802,0.6109,13.28,5.7,0.40798,0.28267,cluster,1480.0,80.0,satellite
16475,671415,149.762621,2.316539,0.3292,10.44,4.13,0.482,0.123147,cluster,331.0,84.0,satellite
16478,703184,149.66135500000001,2.3639419999999998,0.8587,15.08,6.06,0.5419,0.231337,cluster,3133.0,31.0,satellite
16481,942942,150.08560400000002,2.733014,0.6749,3.56,1.47,0.013607,0.039965,filament,2093.0,13.0,satellite
16482,692374,149.615746,2.348129,0.8471,3.09,1.23,0.051368,0.153951,filament,3252.0,16.0,satellite
16488,866167,150.057756,2.6102990000000004,0.68,42.18,17.34,0.8248190000000001,0.301336,cluster,1987.0,89.0,satellite
16490,942961,150.336342,2.7327369999999997,1.1509,6.13,3.17,0.595571,0.34866199999999997,cluster,6489.0,17.0,satellite
16491,481236,150.464306,2.030159,0.6606,2.87,1.2,0.050624,0.159402,filament,1949.0,11.0,satellite
16493,936347,149.86908400000002,2.720401,0.9253,1.07,0.45,0.0,0.053725999999999996,filament,4338.0,10.0,satellite
16494,936345,149.684524,2.721257,0.8336,4.1,1.63,0.043906,0.08826200000000001,filament,3420.0,22.0,satellite
16495,641016,150.050498,2.270227,0.9402,7.51,3.22,0.008345,0.43027600000000005,filament,4306.0,19.0,satellite
16498,942930,150.54464099999998,2.733526,0.3716,3.21,1.29,0.006759,0.010967,field,342.0,48.0,satellite
16501,692282,149.738784,2.346559,0.8103,2.94,1.16,0.019275,0.009859,field,3059.0,11.0,satellite
16502,480994,149.690076,2.030205,1.143,3.04,1.56,0.097068,0.259201,filament,6569.0,10.0,satellite
16504,936545,150.152599,2.7219740000000003,1.0046,6.09,2.63,0.245135,0.236353,cluster,5290.0,17.0,satellite
16506,936535,150.260144,2.721622,1.1387,8.26,4.21,0.65766,0.314787,cluster,6671.0,12.0,satellite
16507,866295,150.560791,2.612724,0.613,11.38,4.88,0.632159,0.28577800000000003,cluster,1480.0,80.0,satellite
16508,942795,150.489255,2.730266,0.2218,6.32,2.26,0.27966799999999997,0.158059,cluster,101.0,34.0,satellite
16509,481008,149.609465,2.0273830000000004,0.3208,3.1,1.22,0.087025,0.121831,filament,290.0,17.0,satellite
16513,866284,150.063229,2.615428,0.6827,29.31,12.05,0.7089449999999999,0.352697,cluster,1987.0,89.0,satellite
16515,936463,149.68602099999998,2.720431,0.8501,4.26,1.71,0.200603,0.5008630000000001,filament,3420.0,22.0,satellite
16517,481077,149.486417,2.0314,0.9692,6.35,2.75,0.298734,0.405625,filament,4838.0,47.0,satellite
16520,640965,149.646319,2.270781,0.9959,5.41,2.33,0.051447,0.03599,field,5198.0,15.0,satellite
16522,447227,149.43379199999998,1.9756369999999999,0.9581,4.25,1.83,0.045295,0.038526,field,4972.0,10.0,satellite
16528,477384,150.468451,2.024652,0.31,15.08,5.83,0.574655,0.44301599999999997,cluster,246.0,67.0,satellite
16529,317809,150.435858,1.7715400000000001,0.8975,2.87,1.19,0.057379999999999994,0.069913,filament,3718.0,23.0,satellite
16533,904124,149.89927600000001,2.672765,1.1139,8.88,4.37,0.5216029999999999,0.502835,cluster,6279.0,15.0,satellite
16534,671128,149.964318,2.3179990000000004,0.9295,6.41,2.73,0.37137600000000004,0.515817,filament,4136.0,74.0,satellite
16540,904250,150.347511,2.672221,0.9303,2.42,1.03,0.018636,0.037169,filament,4267.0,11.0,satellite
16546,731776,149.573072,2.408728,0.8346,9.2,3.66,0.043052999999999994,0.219473,filament,3138.0,38.0,satellite
16547,965765,150.40819,2.7696,0.8365,6.45,2.56,0.13301500000000002,0.061049,field,2774.0,90.0,satellite
16555,477496,150.712655,2.0232650000000003,0.442,7.37,2.99,0.598329,0.352072,cluster,737.0,26.0,satellite
16559,671038,149.98396699999998,2.318085,0.9249,32.42,13.71,0.825493,0.538339,cluster,4136.0,74.0,satellite
16561,611327,150.12747099999999,2.2271259999999997,0.7435,3.48,1.38,0.057492999999999995,0.128351,filament,2708.0,14.0,satellite
16564,661453,149.864555,2.302204,0.3414,3.73,1.49,0.004476,0.017509999999999998,filament,331.0,84.0,satellite
16570,904642,149.53145700000002,2.672986,0.7111,6.83,2.79,0.063891,0.036877,field,2455.0,30.0,satellite
16575,691008,149.887652,2.34722,1.0073,4.25,1.84,0.104853,0.26260900000000004,filament,5539.0,11.0,satellite
16576,611140,150.503462,2.227016,0.7883,16.73,6.59,0.47316499999999995,0.257261,cluster,2856.0,160.0,satellite
16578,317453,149.490286,1.7706419999999998,0.5277,2.74,1.08,0.010059,0.07871,filament,1214.0,10.0,satellite
16579,904663,149.859004,2.671465,0.2601,10.25,3.84,0.509825,0.704669,filament,196.0,14.0,satellite
16580,904688,150.739697,2.672756,0.8458,9.43,3.76,0.24109299999999997,0.239581,cluster,2920.0,40.0,satellite
16583,691107,149.737998,2.345009,1.0202,35.04,15.37,0.8020510000000001,0.43139700000000003,cluster,4664.0,29.0,satellite
16585,317415,150.257396,1.769189,0.9226,5.39,2.28,0.147954,0.31445100000000004,filament,4232.0,12.0,satellite
16586,611122,149.884578,2.227561,0.9304,4.5,1.91,0.046768000000000004,0.274109,filament,4481.0,16.0,satellite
16587,477061,149.520521,2.02179,0.9741,5.85,2.52,0.10616099999999999,0.299327,filament,4838.0,47.0,satellite
16588,904639,150.49928300000002,2.6702529999999998,0.3644,4.29,1.72,0.030891000000000002,0.043363,filament,342.0,48.0,satellite
16590,671302,149.9916,2.31927,0.9115,11.81,4.92,0.517223,0.48077200000000003,cluster,4136.0,74.0,satellite
16591,691004,149.703527,2.3435799999999998,0.3474,8.16,3.25,0.23834499999999997,0.21435300000000002,cluster,331.0,84.0,satellite
16592,904362,149.955692,2.67354,0.8843,4.58,1.88,0.249782,0.220886,cluster,3953.0,33.0,satellite
16593,611304,150.067569,2.226973,0.6173,3.89,1.67,0.05139199999999999,0.056951999999999996,filament,1504.0,14.0,satellite
16594,904472,150.73688,2.671579,0.6011,6.4,2.75,0.10793499999999999,0.25505500000000003,filament,1599.0,24.0,satellite
16601,317583,150.12759,1.769414,0.3375,5.8,2.31,0.437604,0.435432,cluster,362.0,62.0,satellite
16602,671284,149.987785,2.315703,0.9374,27.82,11.89,0.804841,0.623213,cluster,4136.0,74.0,satellite
16604,965558,150.399549,2.769698,0.8076,24.9,9.86,0.650526,0.36378,cluster,2774.0,90.0,satellite
16609,661583,149.63512,2.30271,0.9677,9.53,4.12,0.07618,0.451162,filament,4586.0,83.0,satellite
16614,318495,149.431724,1.771,0.5787,7.61,3.23,0.378499,0.249394,cluster,1398.0,22.0,satellite
16618,903460,149.890929,2.669207,0.8794,12.85,5.25,0.28913099999999997,0.312591,filament,3700.0,85.0,satellite
16623,903573,149.926246,2.671708,0.8985,10.97,4.55,0.537961,0.6674770000000001,filament,3953.0,33.0,satellite
16624,661281,149.832822,2.305291,0.3301,2.64,1.04,0.049463,0.087525,filament,331.0,84.0,satellite
16625,611393,149.736455,2.224943,1.0121,21.52,9.35,0.6744220000000001,0.350489,cluster,5326.0,26.0,satellite
16626,723449,150.21913500000002,2.3950970000000003,0.8924,10.92,4.5,0.25188,0.23424,cluster,4024.0,20.0,satellite
16628,905639,149.677716,2.6724740000000002,0.4702,3.57,1.44,0.01406,0.009829000000000001,field,952.0,10.0,satellite
16631,905636,150.12258899999998,2.674353,0.6859,5.8,2.38,0.043764,0.039258999999999995,field,2091.0,24.0,satellite
16633,903412,150.742202,2.671703,0.8616,8.22,3.3,0.531624,0.25724,cluster,2920.0,40.0,satellite
16635,731511,150.209145,2.406539,0.915,15.56,6.51,0.608477,0.520439,cluster,4024.0,20.0,satellite
16641,964098,150.43292,2.7675919999999996,0.802,16.14,6.39,0.655845,0.5455369999999999,cluster,2774.0,90.0,satellite
16643,611487,150.503136,2.226282,0.8387,50.71,20.19,0.8278280000000001,0.31595300000000004,cluster,2856.0,160.0,satellite
16645,723537,150.597177,2.396246,0.6065,9.85,4.23,0.43503400000000003,0.345562,cluster,1480.0,80.0,satellite
16646,670759,150.733824,2.317812,1.1011,6.26,3.03,0.532822,0.40947100000000003,cluster,5907.0,16.0,satellite
16648,905695,150.72458899999998,2.674398,0.8312,3.73,1.48,0.039813999999999995,0.055148,filament,2920.0,40.0,satellite
16650,723627,149.615071,2.396313,0.8204,10.98,4.35,0.125901,0.211696,filament,2860.0,42.0,satellite
16652,723569,149.904337,2.396026,0.7452,8.44,3.35,0.190973,0.19022999999999998,cluster,2398.0,23.0,satellite
16653,670786,149.995666,2.318566,0.9218,9.7,4.08,0.463211,0.653122,filament,4136.0,74.0,satellite
16655,964122,150.438196,2.766868,0.7936,22.98,9.06,0.625155,0.5606270000000001,cluster,2774.0,90.0,satellite
16659,731715,149.625539,2.408503,0.8357,10.1,4.02,0.109707,0.22813200000000003,filament,2860.0,42.0,satellite
16662,723293,150.147748,2.394094,0.8526,2.26,0.9,0.019089,0.08283,filament,3393.0,11.0,satellite
16663,731727,149.412241,2.406411,0.8213,7.22,2.86,0.021657,0.083105,filament,3065.0,26.0,satellite
16664,671001,149.681667,2.316797,0.9349,3.13,1.34,0.004436,0.07078200000000001,filament,4586.0,83.0,satellite
16666,903924,150.548211,2.672381,0.8662,6.5,2.62,0.401303,0.20798699999999998,cluster,3769.0,12.0,satellite
16667,903824,150.130566,2.670712,0.6768,9.95,4.1,0.11285,0.062167999999999994,field,2091.0,24.0,satellite
16668,477629,150.20983600000002,2.025216,0.9355,1.55,0.66,0.000154,0.000531,field,4292.0,31.0,satellite
16669,477605,150.449428,2.0237540000000003,1.1834,3.93,2.17,0.28384699999999996,0.10783699999999999,cluster,6856.0,10.0,satellite
16674,318066,150.188977,1.7705099999999998,0.3335,20.66,8.22,0.74211,0.391937,cluster,362.0,62.0,satellite
16680,670950,150.064821,2.318309,0.724,7.65,3.09,0.026751,0.062586,filament,2189.0,37.0,satellite
16681,723339,149.902879,2.394245,0.7316,15.7,6.33,0.126935,0.101596,field,2398.0,23.0,satellite
16684,905604,149.517948,2.673069,0.683,3.59,1.48,0.068958,0.061023,field,2171.0,11.0,satellite
16685,731687,149.676596,2.4063630000000003,0.3776,13.34,5.35,0.071426,0.061319000000000005,field,331.0,84.0,satellite
16690,723302,150.213948,2.396087,0.8437,5.27,2.1,0.040485,0.109359,filament,3548.0,12.0,satellite
16693,905533,150.731537,2.673525,0.8701,7.74,3.13,0.286223,0.14496900000000001,cluster,2920.0,40.0,satellite
16694,965903,150.728251,2.769739,0.6201,10.29,4.41,0.362634,0.5126310000000001,filament,1601.0,20.0,satellite
16697,661353,149.769217,2.3037240000000003,1.0095,6.56,2.85,0.38063800000000003,0.5116430000000001,filament,5585.0,11.0,satellite
16704,904797,150.090158,2.672385,0.3573,7.86,3.15,0.761201,0.23178800000000002,cluster,357.0,65.0,satellite
16707,965121,150.397089,2.768536,0.7905,15.88,6.25,0.49923100000000004,0.568242,filament,2774.0,90.0,satellite
16717,443659,149.724929,1.970011,0.6732,1.48,0.61,5.4000000000000005e-05,0.002649,field,2020.0,14.0,satellite
16719,610859,150.498669,2.227539,0.828,47.51,18.85,0.824471,0.32279,cluster,2856.0,160.0,satellite
16720,965015,149.618308,2.767779,0.3469,1.88,0.75,0.020919999999999998,0.011966,field,397.0,10.0,satellite
16731,935056,150.628034,2.720568,0.6474,13.8,5.8,0.776506,0.327283,cluster,1802.0,16.0,satellite
16732,732098,150.4077,2.405495,0.3899,11.78,4.73,0.05485,0.013574000000000001,field,387.0,73.0,satellite
16733,732132,150.164932,2.407791,0.9006,10.72,4.45,0.32948099999999997,0.42012200000000005,filament,3982.0,22.0,satellite
16736,316758,150.251513,1.769179,0.9333,6.35,2.72,0.107028,0.247371,filament,4232.0,12.0,satellite
16737,443900,150.435093,1.9698080000000002,0.8477,11.24,4.5,0.5308350000000001,0.368088,cluster,3444.0,16.0,satellite
16738,610969,149.4864,2.227003,0.9332,3.95,1.69,0.0060490000000000006,0.12074700000000001,filament,4419.0,12.0,satellite
16739,935147,150.07899799999998,2.718233,0.6694,3.51,1.45,0.015836000000000003,0.060565,filament,2093.0,13.0,satellite
16746,691341,150.712502,2.347443,0.9597,4.86,2.1,0.311598,0.208247,cluster,4860.0,14.0,satellite
16749,610828,149.669676,2.2271009999999998,0.9105,9.19,3.83,0.42692399999999997,0.31822,cluster,4073.0,10.0,satellite
16753,935590,150.246597,2.720872,1.153,8.8,4.58,0.364672,0.170544,cluster,6671.0,12.0,satellite
16755,610748,150.503137,2.224481,0.8607,12.49,5.01,0.296879,0.190131,cluster,2856.0,160.0,satellite
16757,964793,150.39731799999998,2.7680740000000004,0.8197,29.6,11.72,0.45871899999999993,0.18441,cluster,2774.0,90.0,satellite
16759,443199,149.423264,1.969695,0.996,1.99,0.86,0.01973,0.032878,filament,4972.0,10.0,satellite
16760,964786,150.126928,2.7654,0.7209,3.19,1.29,0.009806,0.029227,filament,2567.0,22.0,satellite
16763,443152,150.244855,1.9678509999999998,0.9301,3.34,1.42,0.029169,0.060138,filament,4055.0,17.0,satellite
16768,935657,150.253393,2.718578,1.1441,9.75,5.01,0.68553,0.287128,cluster,6671.0,12.0,satellite
16771,701229,150.392906,2.360713,0.6996,14.42,5.92,0.25752600000000003,0.11891099999999999,cluster,2288.0,11.0,satellite
16774,672314,149.988623,2.3194049999999997,0.9237,27.32,11.55,0.767904,0.5819989999999999,cluster,4136.0,74.0,satellite
16776,443556,149.42685600000002,1.9691020000000001,0.9113,12.24,5.1,0.782234,0.189392,cluster,4119.0,20.0,satellite
16783,701144,149.950218,2.362651,0.9581,5.9,2.54,0.150366,0.198734,filament,4490.0,20.0,satellite
16786,732240,149.644586,2.410183,0.9871,2.18,0.94,0.050982,0.072558,filament,4586.0,83.0,satellite
16790,701184,150.09356,2.36061,0.22,25.3,9.06,0.799142,0.20308900000000002,cluster,66.0,66.0,satellite
16793,610984,150.51405,2.226186,0.8235,28.15,11.16,0.785387,0.413645,cluster,2856.0,160.0,satellite
16798,905034,150.723278,2.671484,0.7877,5.52,2.17,0.08715099999999999,0.10557000000000001,filament,2920.0,40.0,satellite
16802,905039,149.925128,2.674264,0.902,9.68,4.02,0.504722,0.693238,filament,3953.0,33.0,satellite
16803,476713,150.228077,2.023575,0.9371,1.67,0.72,0.0,0.000667,field,4292.0,31.0,satellite
16810,905175,150.555469,2.672392,0.364,2.71,1.09,0.042808,0.015696,field,342.0,48.0,satellite
16811,965276,150.415345,2.768755,0.7895,13.1,5.16,0.698497,0.636318,cluster,2774.0,90.0,satellite
16816,476735,149.552861,2.021011,0.6998,6.33,2.6,0.101035,0.043352999999999996,field,2277.0,16.0,satellite
16818,476953,150.290376,2.023088,0.3143,8.69,3.39,0.06144500000000001,0.241804,filament,246.0,67.0,satellite
16821,691160,149.737504,2.343887,1.0351,25.77,11.62,0.803345,0.32154099999999997,cluster,4664.0,29.0,satellite
16822,904856,150.12312,2.674442,0.6625,4.33,1.81,0.08666499999999999,0.048760000000000005,field,2091.0,24.0,satellite
16827,611088,149.914613,2.226563,0.7133,4.23,1.72,0.015171,0.00439,field,2478.0,10.0,satellite
16828,611065,149.65903,2.224831,0.8936,6.79,2.81,0.16378199999999998,0.045691,field,4073.0,10.0,satellite
16830,904906,149.895005,2.674568,1.1239,5.97,2.97,0.567487,0.30291999999999997,cluster,6279.0,15.0,satellite
16832,476845,150.119333,2.023602,1.1869,4.55,2.51,0.006144,0.415879,filament,6403.0,25.0,satellite
16836,476853,149.49101399999998,2.0227720000000002,0.974,15.66,6.75,0.668864,0.314891,cluster,4838.0,47.0,satellite
16838,905190,150.15930500000002,2.674702,0.9508,3.0,1.29,0.078537,0.096711,filament,4618.0,10.0,satellite
16841,691282,149.910201,2.3465409999999998,0.3533,1.88,0.75,0.0,0.018803,filament,379.0,157.0,satellite
16845,444102,150.346114,1.970343,1.11,10.83,5.29,0.693312,0.344458,cluster,6244.0,12.0,satellite
16848,732021,149.932027,2.410144,0.8852,13.24,5.43,0.27202,0.357274,filament,3755.0,23.0,satellite
16849,316880,150.378798,1.769675,0.9266,9.74,4.12,0.131053,0.162468,filament,4345.0,11.0,satellite
16851,611029,149.55178700000002,2.225157,0.9111,2.62,1.09,0.021135,0.06469,filament,4078.0,13.0,satellite
16853,611004,150.510741,2.2267650000000003,0.8032,30.57,12.11,0.634919,0.461384,cluster,2856.0,160.0,satellite
16854,934979,149.905559,2.718285,0.88,23.15,9.46,0.23221,0.545071,filament,3700.0,85.0,satellite
16855,965203,150.407691,2.76914,0.7789,8.91,3.5,0.702683,0.640509,cluster,2774.0,90.0,satellite
16858,444066,150.5451,1.9682669999999998,0.3773,4.38,1.76,0.012912,0.009658,field,532.0,12.0,satellite
16859,691243,149.492196,2.344909,0.487,2.84,1.14,2.8999999999999997e-05,0.10985999999999999,filament,1010.0,10.0,satellite
16860,317204,150.152937,1.767971,0.3305,9.16,3.62,0.50966,0.517979,filament,362.0,62.0,satellite
16864,905192,150.73029,2.672311,0.6083,8.17,3.51,0.074148,0.388156,filament,1599.0,24.0,satellite
16865,905195,150.142091,2.671396,0.376,2.32,0.93,0.006106,0.005612,field,357.0,65.0,satellite
16867,732009,150.635349,2.409031,0.9776,3.74,1.61,0.050851,0.190329,filament,5076.0,16.0,satellite
16868,476203,150.337824,2.022883,0.9646,3.88,1.68,0.137646,0.168028,filament,4648.0,20.0,satellite
16870,905474,149.948508,2.673977,0.9124,10.23,4.26,0.442226,0.30404899999999996,cluster,3953.0,33.0,satellite
